0|name_eng|1|city_eng|2|country_eng|3|latitude|4|longitude|5|runway_elevation
Chongqing Jiangbei International|Chongqing Jiangbei International|Chongqing|Chongqing|China|China|29.719217|29.719217|106.641678|106.641678|416|416
Chokurdah|Chokurdah|Chokurdah|Chokurdah|Russian Federation|Russian Federation|70.623056|70.623056|147.901667|147.901667|46|46
Croker Island|Croker Island|Croker Island|Croker Island|Australia|Australia|-11.163611|-11.163611|132.483056|132.483056|15|15
Cherokee|Cherokee|Cherokee|Cherokee|United States|United States|36.283333333333|36.283333333333|-91.5|-91.5|213|213
Chkalovsky|Chkalovsky|Chkalovsky|Chkalovsky|Russian Federation|Russian Federation|51.75|51.75|55.383333333333|55.383333333333||
Fletcher Field|Fletcher Field|Clarksdale|Clarksdale|United States|United States|34.299722|34.299722|-90.512306|-90.512306|53|53
Municipal|Municipal|Crookston|Crookston|United States|United States|47.841657|47.841657|-96.621454|-96.621454|274|274
Cornelio Procopio|Cornelio Procopio|Cornelio Procopio|Cornelio Procopio|Brazil|Brazil|-23.152508|-23.152508|-50.602511|-50.602511|565|565
Crane Island|Crane Island|Crane Island|Crane Island|United States|United States|48.6|48.6|-123|-123|29|29
Carajas|Carajas|Carajas|Carajas|Brazil|Brazil|-6.117806|-6.117806|-50.003472|-50.003472|621|621
Sarakhs|Sarakhs|Sarakhs|Sarakhs|Iran|Iran|36.501178|36.501178|61.064903|61.064903|288|288
City|City|Cordova|Cordova|United States|United States|60.543903|60.543903|-145.726704|-145.726704|4|4
Outlaw Field|Outlaw Field|Clarksville|Clarksville|United States|United States|36.621881|36.621881|-87.414954|-87.414954|168|168
Chicken|Chicken|Chicken|Chicken|United States|United States|64.071338|64.071338|-141.952279|-141.952279|500|500
Conakry|Conakry|Conakry|Conakry|Guinea|Guinea|9.576889|9.576889|-13.611961|-13.611961|22|22
Canakkale|Canakkale|Canakkale|Canakkale|Turkey|Turkey|40.137722|40.137722|26.426777|26.426777|7|7
Comilla|Comilla|Comilla|Comilla|Bangladesh|Bangladesh|23.433|23.433|91.183|91.183|8|8
Castlebar|Castlebar|Castlebar|Castlebar|Ireland|Ireland|53.848465|53.848465|-9.280306|-9.280306|46|46
Metroport|Metroport|Clearlake|Clearlake|United States|United States|29.5575|29.5575|-95.139166666667|-95.139166666667|11|11
Mc Clellan-Palomar Airport|Mc Clellan-Palomar Airport|Carlsbad, CA|Carlsbad, CA|United States|United States|33.128250|33.128250|-117.280083|-117.280083|101|101
Hopkins International|Hopkins International|Cleveland|Cleveland|United States|United States|41.409417|41.409417|-81.854980|-81.854980|241|241
Coalinga|Coalinga|Coalinga|Coalinga|United States|United States|36.163139|36.163139|-120.293814|-120.293814|190|190
Coolah|Coolah|Coolah|Coolah|Australia|Australia|-31.773333|-31.773333|149.610001|149.610001|504|504
Clintonville|Clintonville|Clintonville|Clintonville|United States|United States|44.613279|44.613279|-88.730698|-88.730698|251|251
Cluj Napoca International Airport|Cluj Napoca International Airport|Cluj-Napoca|Cluj-Napoca|Romania|Romania|46.785092|46.785092|23.686119|23.686119|315|315
Municipal|Municipal|Clinton|Clinton|United States|United States|35.538272|35.538272|-98.932789|-98.932789|493|493
Easterwood Field|Easterwood Field|College Station, TX|College Station, TX|United States|United States|30.588583|30.588583|-96.363833|-96.363833|98|98
Fairchild Intl|Fairchild Intl|Port Angeles|Port Angeles|United States|United States|48.120194|48.120194|-123.499694|-123.499694|89|89
Carolina|Carolina|Carolina|Carolina|Brazil|Brazil|-7.320444|-7.320444|-47.458667|-47.458667|172|172
Alfonso B. Aragon|Alfonso B. Aragon|Cali|Cali|Colombia|Colombia|3.543056|3.543056|-76.381667|-76.381667|964|964
Clarks Point|Clarks Point|Clarks Point|Clarks Point|United States|United States|58.833694|58.833694|-158.529389|-158.529389|24|24
Colima|Colima|Colima|Colima|Mexico|Mexico|19.277011|19.277011|-103.577397|-103.577397|752|752
Calipatria|Calipatria|Calipatria|Calipatria|United States|United States|33.131332|33.131332|-115.521389|-115.521389|-55|-55
Centralia|Centralia|Chehalis|Chehalis|United States|United States|46.677029|46.677029|-122.982747|-122.982747|54|54
Charlotte Douglas|Charlotte Douglas|Charlotte|Charlotte|United States|United States|35.213741|35.213741|-80.949069|-80.949069|228|228
Columbus Municipal|Columbus Municipal|Columbus|Columbus|United States|United States|39.261917|39.261917|-85.896333|-85.896333|200|200
Caldas Novas|Caldas Novas|Caldas Novas|Caldas Novas|Brazil|Brazil|-17.725250|-17.725250|-48.607492|-48.607492|685|685
Executive|Executive|Clearwater|Clearwater|Canada|Canada|27.976686|27.976686|-82.758740|-82.758740|22|22
Clorinda|Clorinda|Clorinda|Clorinda|Paraguay|Paraguay|-25.303889|-25.303889|-57.733889|-57.733889|60|60
Ste Catherine|Ste Catherine|Calvi|Calvi|France|France|42.520364|42.520364|8.793028|8.793028|64|64
Calabozo|Calabozo|Calabozo|Calabozo|Venezuela|Venezuela|8.924656|8.924656|-67.417094|-67.417094|100|100
Cunnamulla|Cunnamulla|Cunnamulla|Cunnamulla|Australia|Australia|-28.030000|-28.030000|145.622222|145.622222|192|192
Bandaranayake|Bandaranayake|Colombo|Colombo|Sri Lanka|Sri Lanka|7.180756|7.180756|79.884117|79.884117|9|9
Camocim|Camocim|Camocim|Camocim|Brazil|Brazil|-2.896183|-2.896183|-40.857994|-40.857994|5|5
Cootamundra|Cootamundra|Cootamundra|Cootamundra|Australia|Australia|-34.623889|-34.623889|148.028056|148.028056|338|338
Ciudad Del Carmen|Ciudad Del Carmen|Ciudad Del Carmen|Ciudad Del Carmen|Mexico|Mexico|18.653739|18.653739|-91.799017|-91.799017|3|3
Chambery|Chambery|Chambery|Chambery|France|France|45.639167|45.639167|5.880000|5.880000|237|237
Intl. Airport Corumba|Intl. Airport Corumba|Corumba|Corumba|Brazil|Brazil|-19.011931|-19.011931|-57.673053|-57.673053|141|141
Port Columbus Intl|Port Columbus Intl|Columbus|Columbus|United States|United States|39.997972|39.997972|-82.891889|-82.891889|248|248
University Of Illinois Willard|University Of Illinois Willard|Champaign|Champaign|United States|United States|40.038833|40.038833|-88.277806|-88.277806|230|230
Chi Mei|Chi Mei|Chi Mei|Chi Mei|Taiwan|Taiwan|23.213056|23.213056|119.417500|119.417500||
Club Makokola|Club Makokola|Club Makokola|Club Makokola|Malawi|Malawi|-14.306944|-14.306944|35.132500|35.132500|484|484
Camooweal|Camooweal|Camooweal|Camooweal|Australia|Australia|-19.912499|-19.912499|138.125000|138.125000|243|243
Carmelita|Carmelita|Carmelita|Carmelita|Guatemala|Guatemala|17.450|17.450|-90.050|-90.050|227|227
Mohamed V|Mohamed V|Casablanca|Casablanca|Morocco|Morocco|33.367466|33.367466|-7.589967|-7.589967|200|200
Obbia|Obbia|Obbia|Obbia|Ethiopia|Ethiopia|5.293|5.293|48.439|48.439|20|20
Campo Alegre|Campo Alegre|Santana Do Araguaia|Santana Do Araguaia|Brazil|Brazil|-9.319975|-9.319975|-50.328542|-50.328542|182|182
Clermont|Clermont|Clermont|Clermont|Australia|Australia|-22.773056|-22.773056|147.620556|147.620556|277|277
Colmar-houssen|Colmar-houssen|Colmar|Colmar|France|France|48.110350|48.110350|7.359147|7.359147|192|192
Scusciuban|Scusciuban|Scusciuban|Scusciuban|Ethiopia|Ethiopia|10.300|10.300|50.233|50.233|342|342
Cameta|Cameta|Cameta|Cameta|Brazil|Brazil|-2.242500|-2.242500|-49.506667|-49.506667|30|30
Chimbu|Chimbu|Kundiawa|Kundiawa|Papua New Guinea|Papua New Guinea|-6.024292|-6.024292|144.970528|144.970528|1516|1516
Coromandel|Coromandel|Coromandel|Coromandel|New Zealand|New Zealand|-36.791667|-36.791667|175.508611|175.508611|4|4
Ign Agramonte Intl|Ign Agramonte Intl|Camaguey|Camaguey|Cuba|Cuba|21.420428|21.420428|-77.847433|-77.847433|126|126
Houghton County|Houghton County|Hancock|Hancock|United States|United States|47.168417|47.168417|-88.489061|-88.489061|334|334
Fort Mccoy|Fort Mccoy|Sparta|Sparta|United States|United States|43.958372|43.958372|-90.737897|-90.737897|255|255
Caia|Caia|Caia|Caia|Mozambique|Mozambique|-25.316666666667|-25.316666666667|32.966666666667|32.966666666667||
Cananea|Cananea|Cananea|Cananea|Mexico|Mexico|31.000|31.000|-110.267|-110.267|1584|1584
Coonamble|Coonamble|Coonamble|Coonamble|Australia|Australia|-30.983333|-30.983333|148.375556|148.375556|184|184
Coconut Island|Coconut Island|Coconut Island|Coconut Island|Australia|Australia|-10.050000|-10.050000|143.066667|143.066667||
Kogalniceanu|Kogalniceanu|Constanta|Constanta|Romania|Romania|44.362222|44.362222|28.488333|28.488333|108|108
Canon City|Canon City|Canon City|Canon City|United States|United States|38.428026|38.428026|-105.105842|-105.105842|1658|1658
Parvaud|Parvaud|Cognac|Cognac|France|France|45.658333|45.658333|-0.317500|-0.317500|31|31
Municipal|Municipal|Claremont|Claremont|United States|United States|43.370432|43.370432|-72.368677|-72.368677|166|166
Changhai|Changhai|Changhai|Changhai|China|China|39.266389|39.266389|122.666944|122.666944||
Cloncurry|Cloncurry|Cloncurry|Cloncurry|Australia|Australia|-20.668611|-20.668611|140.504444|140.504444|188|188
Blosser Municipal|Blosser Municipal|Concordia|Concordia|United States|United States|39.549251|39.549251|-97.652317|-97.652317|453|453
Sindal|Sindal|Sindal|Sindal|Denmark|Denmark|57.503525|57.503525|10.229372|10.229372|28|28
Carlsbad|Carlsbad|Carlsbad|Carlsbad|United States|United States|32.337472|32.337472|-104.263278|-104.263278|1004|1004
Chulman|Chulman|Chulman|Chulman|Russian Federation|Russian Federation|56.913917|56.913917|124.913819|124.913819|857|857
Chino|Chino|Chino|Chino|United States|United States|33.974779|33.974779|-117.636483|-117.636483|198|198
Neerlerit Inaat|Neerlerit Inaat|Neerlerit Inaat|Neerlerit Inaat|Greenland|Greenland|70.743333|70.743333|-22.660556|-22.660556|14|14
Camba Punta|Camba Punta|Corrientes|Corrientes|Argentina|Argentina|-27.445503|-27.445503|-58.761864|-58.761864|62|62
Chanaral|Chanaral|Chanaral|Chanaral|Chile|Chile|-26.332542|-26.332542|-70.607308|-70.607308|30|30
Cairns|Cairns|Cairns|Cairns|Australia|Australia|-16.885833|-16.885833|145.755278|145.755278|3|3
Charata|Charata|Charata|Charata|Argentina|Argentina|-27.200|-27.200|-61.200|-61.200|97|97
Martin Johnson|Martin Johnson|Chanute|Chanute|United States|United States|37.668797|37.668797|-95.485064|-95.485064|305|305
Canavieiras|Canavieiras|Canavieiras|Canavieiras|Brazil|Brazil|-15.667028|-15.667028|-38.954667|-38.954667|6|6
TSTC Waco Airport|TSTC Waco Airport|Waco, TX|Waco, TX|United States|United States|31.637806|31.637806|-97.074139|-97.074139|143|143
Chiang Mai International|Chiang Mai International|Chiang Mai|Chiang Mai|Thailand|Thailand|18.766847|18.766847|98.962644|98.962644|316|316
Canyonlands Field|Canyonlands Field|Moab|Moab|United States|United States|38.754956|38.754956|-109.754844|-109.754844|1389|1389
Cangamba|Cangamba|Cangamba|Cangamba|Angola|Angola|-13.710556|-13.710556|19.861111|19.861111|1235|1235
Columbia|Columbia|Columbia|Columbia|United States|United States|38.030428|38.030428|-120.414554|-120.414554|646|646
Coolibah|Coolibah|Coolibah|Coolibah|Australia|Australia|-15.548333|-15.548333|130.961943|130.961943|40|40
Concordia|Concordia|Concordia|Concordia|Argentina|Argentina|-31.296944|-31.296944|-57.996631|-57.996631|34|34
Yellowstone Regional|Yellowstone Regional|Cody/Yellowstone|Cody/Yellowstone|United States|United States|44.520194|44.520194|-109.023806|-109.023806|1555|1555
Patrick AFB|Patrick AFB|Cocoa|Cocoa|United States|United States|28.234963|28.234963|-80.609985|-80.609985|2|2
Mandinga|Mandinga|Condoto|Condoto|Colombia|Colombia|5.083333|5.083333|-76.700000|-76.700000|65|65
Cooch Behar|Cooch Behar|Cooch Behar|Cooch Behar|India|India|26.330508|26.330508|89.467203|89.467203|42|42
Merritt Island|Merritt Island|Cocoa|Cocoa|United States|United States|28.341611|28.341611|-80.685472|-80.685472|2|2
Coonabarabran|Coonabarabran|Coonabarabran|Coonabarabran|Australia|Australia|-31.332500|-31.332500|149.267222|149.267222|645|645
Cochin International|Cochin International|Kochi|Kochi|India|India|10.151994|10.151994|76.401906|76.401906|9|9
Isle Of Coll|Isle Of Coll|Isle Of Coll|Isle Of Coll|United Kingdom|United Kingdom|56.600|56.600|-6.617|-6.617|12|12
Coleman|Coleman|Coleman|Coleman|United States|United States|31.841139|31.841139|-99.403611|-99.403611|517|517
Concord|Concord|Concord|Concord|United States|United States|43.202722|43.202722|-71.502278|-71.502278|104|104
Cotonou|Cotonou|Cotonou|Cotonou|Benin|Benin|6.357228|6.357228|2.384353|2.384353|6|6
Cooperstown - Westville Airport|Cooperstown - Westville Airport|Cooperstown, NY|Cooperstown, NY|United States|United States|42.629242|42.629242|-74.890988|-74.890988|384|384
Choibalsan|Choibalsan|Choibalsan|Choibalsan|Mongolia|Mongolia|48.135672|48.135672|114.646378|114.646378|749|749
Pajas Blancas|Pajas Blancas|Cordoba|Cordoba|Argentina|Argentina|-31.323619|-31.323619|-64.207953|-64.207953|489|489
Colorado Springs|Colorado Springs|Colorado Springs|Colorado Springs|United States|United States|38.805806|38.805806|-104.700778|-104.700778|1886|1886
Cotulla|Cotulla|Cotulla|Cotulla|United States|United States|28.456694|28.456694|-99.218333|-99.218333|144|144
Columbia Regional|Columbia Regional|Columbia|Columbia|United States|United States|38.818093|38.818093|-92.219629|-92.219629|271|271
Covilha|Covilha|Covilha|Covilha|Portugal|Portugal|40.264772|40.264772|-7.479958|-7.479958|479|479
Coquimbo|Coquimbo|Coquimbo|Coquimbo|Uruguay|Uruguay|-29.967|-29.967|-71.333|-71.333||
Congo Town|Congo Town|Congo Town|Congo Town|Bahamas|Bahamas|24.158933|24.158933|-77.589758|-77.589758|5|5
Coolawanyah|Coolawanyah|Coolawanyah|Coolawanyah|Australia|Australia|-21.794444|-21.794444|117.754722|117.754722|366|366
Constanza|Constanza|Constanza|Constanza|Dominican Republic|Dominican Republic|18.900|18.900|-70.717|-70.717|1075|1075
A. Tubman|A. Tubman|Cape Palmas|Cape Palmas|Liberia|Liberia|4.367638|4.367638|-7.700117|-7.700117|6|6
Capurgana|Capurgana|Capurgana|Capurgana|Colombia|Colombia|8.633333|8.633333|-77.333333|-77.333333||
Chapelco|Chapelco|San Martin DeLos Andes|San Martin DeLos Andes|Argentina|Argentina|-40.075383|-40.075383|-71.137294|-71.137294|783|783
Coober Pedy|Coober Pedy|Coober Pedy|Coober Pedy|Australia|Australia|-29.040000|-29.040000|134.720833|134.720833|226|226
Campeche International|Campeche International|Campeche|Campeche|Mexico|Mexico|19.816794|19.816794|-90.500314|-90.500314|10|10
Cepu|Cepu|Cepu|Cepu|Indonesia|Indonesia|-7.183|-7.183|111.533|111.533|40|40
Carmen De Patagones|Carmen De Patagones|Carmen De Patagones|Carmen De Patagones|Argentina|Argentina|-40.778056|-40.778056|-62.980278|-62.980278|40|40
Kastrup|Kastrup|Copenhagen|Copenhagen|Denmark|Denmark|55.617917|55.617917|12.655972|12.655972|5|5
Cape Orford|Cape Orford|Cape Orford|Cape Orford|Papua New Guinea|Papua New Guinea|-52|-52|-61.066666666667|-61.066666666667||
Chaparral|Chaparral|Chaparral|Chaparral|Colombia|Colombia|3.717|3.717|-75.467|-75.467|832|832
Compton|Compton|Compton|Compton|United States|United States|33.890016|33.890016|-118.243683|-118.243683|30|30
Cape Rodney|Cape Rodney|Cape Rodney|Cape Rodney|Papua New Guinea|Papua New Guinea|-10.167|-10.167|148.367|148.367|5|5
Chamonate|Chamonate|Copiapo|Copiapo|Chile|Chile|-27.261247|-27.261247|-70.779222|-70.779222|204|204
International|International|Campinas|Campinas|Brazil|Brazil|-22.859242|-22.859242|-47.108183|-47.108183|612|612
Casper|Casper|Casper|Casper|United States|United States|42.908000|42.908000|-106.464417|-106.464417|1631|1631
St. Louis Downtown Airport|St. Louis Downtown Airport|St Louis, Il|St Louis, Il|United States|United States|38.570724|38.570724|-90.156221|-90.156221|126|126
Cape Town International|Cape Town International|Cape Town|Cape Town|South Africa|South Africa|-33.964806|-33.964806|18.601667|18.601667|46|46
Cururupu|Cururupu|Cururupu|Cururupu|Brazil|Brazil|-1.793333|-1.793333|-44.847222|-44.847222|12|12
Joao Suassuna|Joao Suassuna|Campina Grande|Campina Grande|Brazil|Brazil|-7.269917|-7.269917|-35.896364|-35.896364|502|502
Culebra|Culebra|Culebra|Culebra|Puerto Rico|Puerto Rico|18.313289|18.313289|-65.304323|-65.304323|15|15
Canarana Airport|Canarana Airport|Canarana|Canarana|Brazil|Brazil|40.484278|40.484278|-84.558194|-84.558194|272|272
Shahre-kord|Shahre-kord|Shahre-kord|Shahre-kord|Iran|Iran|32.297221|32.297221|50.842222|50.842222|2049|2049
Calais|Calais|Calais|Calais|France|France|50.960933|50.960933|1.951433|1.951433|3|3
Cape Flattery|Cape Flattery|Cape Flattery|Cape Flattery|Australia|Australia|-14.970833|-14.970833|145.311667|145.311667|4|4
Costa Marques|Costa Marques|Costa Marques|Costa Marques|Brazil|Brazil|-12.421061|-12.421061|-64.251644|-64.251644|169|169
Caquetania|Caquetania|Caquetania|Caquetania|Colombia|Colombia|1.617|1.617|-74.200|-74.200|274|274
Craiova|Craiova|Craiova|Craiova|Romania|Romania|44.318139|44.318139|23.888611|23.888611|191|191
Collarenebri|Collarenebri|Collarenebri|Collarenebri|Australia|Australia|-29.521944|-29.521944|148.582230|148.582230|152|152
Cartago|Cartago|Cartago|Cartago|Colombia|Colombia|4.758181|4.758181|-75.955753|-75.955753|908|908
Comodoro Rivadavia|Comodoro Rivadavia|Comodoro Rivadavia|Comodoro Rivadavia|Argentina|Argentina|-45.785347|-45.785347|-67.465508|-67.465508|58|58
Grand Strand Airport|Grand Strand Airport|Myrtle Beach|Myrtle Beach|United States|United States|33.811750|33.811750|-78.723944|-78.723944|9|9
Carnot|Carnot|Carnot|Carnot|Central African Republic|Central African Republic|4.937|4.937|15.894|15.894|605|605
Craig Municipal|Craig Municipal|Jacksonville|Jacksonville|United States|United States|30.336333|30.336333|-81.514444|-81.514444|12|12
Cherribah|Cherribah|Cherribah|Cherribah|Australia|Australia|-27.650|-27.650|151.950|151.950||
Crooked Island|Crooked Island|Crooked Island|Crooked Island|Turks and Caicos Islands|Turks and Caicos Islands|22.745561|22.745561|-74.182353|-74.182353|2|2
Coorabie|Coorabie|Coorabie|Coorabie|Australia|Australia|-31.894444|-31.894444|132.296389|132.296389||
Diosdado Macapagal International (Clark Int)|Diosdado Macapagal International (Clark Int)|Angeles City|Angeles City|Philippines|Philippines|15.185989|15.185989|120.560325|120.560325|148|148
Charleroi Brussels South|Charleroi Brussels South|Brussels|Brussels|Belgium|Belgium|50.460000|50.460000|4.452778|4.452778|187|187
National|National|Catarman|Catarman|Philippines|Philippines|12.502417|12.502417|124.635778|124.635778|2|2
Cromarty|Cromarty|Cromarty|Cromarty|United Kingdom|United Kingdom|57.667|57.667|-4.033|-4.033||
Corcoran|Corcoran|Corcoran|Corcoran|United States|United States|36.102639|36.102639|-119.594667|-119.594667|60|60
Corpus Christi International Airport|Corpus Christi International Airport|Corpus Christi, TX|Corpus Christi, TX|United States|United States|27.770361|27.770361|-97.501222|-97.501222|13|13
Caravelas|Caravelas|Caravelas|Caravelas|Brazil|Brazil|-17.652283|-17.652283|-39.253069|-39.253069|11|11
Ceres|Ceres|Ceres|Ceres|Argentina|Argentina|-29.883|-29.883|-61.950|-61.950|86|86
Corsicana|Corsicana|Corsicana|Corsicana|United States|United States|32.028056|32.028056|-96.400583|-96.400583|137|137
Municipal|Municipal|Crossett|Crossett|United States|United States|33.178333|33.178333|-91.880188|-91.880188|56|56
Carriacou Is|Carriacou Is|Carriacou Is|Carriacou Is|Saint Vincent and the Grenadines|Saint Vincent and the Grenadines|12.476944|12.476944|-61.472222|-61.472222|2|2
Crotone|Crotone|Crotone|Crotone|Italy|Italy|38.997225|38.997225|17.080169|17.080169|159|159
Yeager|Yeager|Charleston|Charleston|United States|United States|38.373139|38.373139|-81.593194|-81.593194|299|299
Roscoe Turner|Roscoe Turner|Corinth|Corinth|United States|United States|34.914968|34.914968|-88.603484|-88.603484|130|130
